1, 1454, 1454
2, 1459, 1495
3, 1459, 1499
4, 1507, 1563
5, 1606, 1684
6, 1606, 1692
7, 1606, 1692
8, 1607, 1772
9, 1608, 1847
10, 1608, 1847
11, 1635, 1909
12, 1635, 1911
15, 1653, 1946
19, 1656, 1949
25, 1656, 1953
890, 1665, 1989
891, 1665, 1990
1174, 1666, 1991
1469, 1667, 1993
1485, 1667, 1998
1562, 1673, 2020
1758, 1673, 2033
1783, 1673, 2037
1889, 1673, 2041
2015, 1673, 2046
4992, 1673, 2046
6264, 1673, 2047
6800, 1673, 2050
8255, 1673, 2058
8273, 1673, 2059
8839, 1673, 2060
8870, 1673, 2069
11780, 1673, 2069
12075, 1673, 2094
12150, 1673, 2115
12163, 1673, 2119
12508, 1673, 2120
14622, 1673, 2122
16358, 1673, 2149
16371, 1673, 2150
17012, 1673, 2151
18130, 1673, 2152
20558, 1673, 2152
22098, 1673, 2152
24328, 1673, 2152
26436, 1673, 2152
28532, 1673, 2152
29097, 1673, 2158
30639, 1673, 2158
32442, 1673, 2158
33833, 1673, 2159
35979, 1673, 2159
36563, 1674, 2160
37235, 1674, 2163
38890, 1674, 2163
41011, 1674, 2163
42177, 1674, 2166
44329, 1674, 2166
46009, 1674, 2166
46579, 1674, 2168
47783, 1674, 2168
49037, 1674, 2171
49040, 1674, 2173
50584, 1680, 2182
50780, 1680, 2192
52559, 1680, 2192
54607, 1680, 2192
56408, 1680, 2192
58247, 1680, 2192
60331, 1680, 2192
61978, 1680, 2192
62987, 1682, 2194
65355, 1682, 2194
67144, 1682, 2194
69590, 1682, 2194
72177, 1682, 2194
74780, 1682, 2194
77175, 1682, 2194
79508, 1682, 2194
81654, 1682, 2194
84114, 1682, 2194
86700, 1682, 2194
89223, 1682, 2194
91611, 1682, 2194
93583, 1682, 2194
96016, 1682, 2194
98633, 1682, 2194
101191, 1682, 2194
103646, 1682, 2194
105774, 1682, 2194
107905, 1682, 2194
110494, 1682, 2194
112954, 1682, 2194
115568, 1682, 2194
118226, 1682, 2194
119975, 1682, 2194
122443, 1682, 2194
124914, 1682, 2194
127494, 1682, 2194
130086, 1682, 2194
132115, 1682, 2194
134316, 1682, 2194
136766, 1682, 2194
139363, 1682, 2194
141806, 1682, 2194
144439, 1682, 2194
146292, 1682, 2194
148661, 1682, 2194
151225, 1682, 2194
153674, 1682, 2194
156005, 1682, 2194
158000, 1682, 2194
159346, 1682, 2194
161367, 1682, 2194
163394, 1682, 2194
164935, 1682, 2194
167015, 1682, 2194
169349, 1682, 2194
171309, 1682, 2194
173219, 1682, 2194
175368, 1682, 2194
177682, 1682, 2194
179861, 1682, 2194
182197, 1682, 2194
184123, 1682, 2194
185506, 1682, 2194
187587, 1682, 2194
189621, 1682, 2194
191596, 1682, 2194
191650, 1685, 2197
191656, 1686, 2199
191657, 1688, 2201
193370, 1688, 2202
194487, 1688, 2202
196488, 1688, 2202
198043, 1688, 2202
200237, 1688, 2202
202379, 1688, 2202
204508, 1688, 2202
206321, 1688, 2202
207585, 1688, 2202
209251, 1688, 2206
211144, 1688, 2206
213119, 1688, 2206
215245, 1688, 2206
217529, 1688, 2206
219662, 1688, 2206
220519, 1688, 2207
221990, 1688, 2207
223804, 1688, 2207
225904, 1688, 2207
227394, 1688, 2207
229390, 1688, 2207
231449, 1688, 2207
233547, 1688, 2207
235580, 1688, 2207
237059, 1688, 2207
239157, 1688, 2207
241316, 1688, 2207
242165, 1690, 2209
244615, 1690, 2209
247187, 1690, 2213
249618, 1690, 2213
251570, 1690, 2213
252879, 1690, 2213
255742, 1690, 2213
258237, 1690, 2213
260873, 1690, 2213
263149, 1690, 2213
265048, 1690, 2213
266281, 1690, 2213
269012, 1690, 2213
271064, 1690, 2213
273703, 1690, 2213
276109, 1690, 2213
278179, 1690, 2213
279420, 1690, 2213
281997, 1690, 2213
284113, 1690, 2213
286755, 1690, 2213
289173, 1690, 2213
291198, 1690, 2213
292543, 1690, 2213
294560, 1690, 2213
296562, 1690, 2213
299030, 1690, 2213
301580, 1690, 2213
303607, 1690, 2213
305427, 1690, 2213
306937, 1690, 2213
309290, 1690, 2213
311434, 1690, 2213
313874, 1690, 2213
316436, 1690, 2213
318299, 1690, 2213
319498, 1690, 2213
320926, 1711, 2283
320932, 1711, 2285
